title,release_date,rating,description,metascore
Monster Energy Supercross - The Official Videogame 2,2019-02-05,Rating not found,"All the thrills of the Monster Energy AMA Supercross 2018 Championship. Live the life of a pro, put yourself to the test in the Compound, tackle challenges, manage your events and attract new sponsors to earn fame and unlock new content.",72
Wayward Sky,2016-10-10,T,"Risk life and limb as you explore a mysterious floating fortress in search of your kidnapped father in Wayward Sky on PlayStation VR. Assume the role of Bess, a young co-pilot who must navigate her way through puzzles and perilous pathways to find her father and escape the crumbling airborne fortress. Guide the action with responsive motion controls and explore the unique environment from both third- and first-person perspectives. Specially crafted visuals and camera “blinks” transport you instantly from Bess’s point to view on board the fortress to high above the scene, looking down like a towering giant.",72
Disney/Pixar Cars 3: Driven to Win,2017-06-13,E10,"Speed into the world of Cars as you determine your path to racing mastery in Cars 3: Driven to Win, the game inspired by the Disney Pixar film. Play with over 20 customizable characters including Lightning McQueen, Jackson Storm, Cruz Ramirez and the next generation of racers in over 20 tracks set in iconic locations from the film such as Radiator Springs. Train and advance your abilities in 6 game modes and challenge your family and friends in the Battle Race to become the Ultimate Champion. On the road to becoming a Hall of Fame Driver, training and skill will give you an edge in a race that anyone can win.",72
Tales of Zestiria,2015-10-20,T,"In a world torn by war between two powerful nations fighting for rule and supremacy, follow the journey of Sorey, a young man with a pure heart looking for answers on a lost civilization and seraphim, superior entities mentioned in all legends.

Together with Alisha, a knight girl found unconscious in collapsing ruins, and his best friend Mikleo, the cast will discover soon enough a powerful force is rising in the shadow",72
The Blackout Club,2019-07-30,M,"The Blackout Club is a first-person co-op horror game centered around a group of teenage friends investigating a monstrous secret beneath the skin of their small town. Every night, everyone in town gets out of bed and sleepwalks. In the morning, they wake up with no recollection of what happened or where they were…",72
Team Sonic Racing,2019-05-21,E,Team Sonic Racing combines the best elements of arcade and fast and fast-paced competitive style racing as you face-off with friends in off with friends in intense multiplayer racing. Race together and work as a team by sharing power-ups and speed boosts. Take control of your racing style -- Choose from 3 distinct character types and unlock game changing vehicle customisation options to suit your racing style. Speed up. Gear Up -- Team Racing at Sonic Speed!,72
88 Heroes,2017-03-24,E10,"It’s 8:08 AM on August 8, 1988, and the evil Dr. H8 has brought the world to the brink of total annihilation. His demands are simple: pay $88 octillion within 88 minutes, or Dr. H8’s 88 thermo-nuclear warheads will wipe out the Earth! But who will save us in our time of need? The bravest? The boldest? No… the 88 Heroes.",72
Just Dance 2015,2014-10-21,E10,"Since its launch in 2009, the Just Dance franchise has become the world’s top selling dance video game and a mainstay of popular culture. And the game is back again this year with Just Dance 2015, bringing hot moves and new features to 40+ current hit songs and throwback favorite tunes. Let loose with friends and family by dancing to hit songs like “Happy” by Pharrell Williams and “Burn” by Ellie Goulding. Staying true to the Just Dance personality, there are also legendary favorites like “Walk This Way” by Run DMC & Aerosmith and a chance to dance to Tetris moves!  Get ready for this year’s fun and quirky dance moves that have something for everyone in your family or group of friends.",72
Senko no Ronde 2,2017-09-07,T,"Senko no Ronde 2 is a unique mix of fighting game and bullet hell shooter in which players pilot powerful armed robots Rounders, and do battle in futuristic arenas.",72
Shadows: Awakening,2018-09-04,T,Shadows: Awakening is an isometric single-player RPG with real-time tactical combat. You take control of a demon summoned from the Shadow Realm to consume the souls of long-dead heroes and embark on an epic adventure.,72
Killzone: Shadow Fall - Intercept,2014-06-24,M,"In this online co-op expansion for Killzone Shadow Fall, you and three of your friends are tasked with establishing a secure uplink to VSA headquarters from behind enemy lines while fending off an army of Helghast soldiers. To complete your mission, the four of you will have to rely on solid teamwork and make the most of your unique combat roles.",72
Need for Speed Heat,2019-11-08,T,"Hustle by day and risk it all at night in Need for Speed Heat, a white-knuckle racer that pits you against a city's rogue police force as you battle your way into street racing's elite. By day compete in the Speedhunter Showdown -- a sanctioned competition where you earn bank to customize and upgrade your garage of high-performance cars. When your ride's perfectly styled and hyper-tuned, and you're ready to ramp up the intensity, drive out into the night where you and your crew take on the competition in illicit street races that build your reputation and grant you access to bigger races and better parts. But under the cover of darkness patrols a rogue task force looking to bring you down and swipe all you've earned. Take them on and risk it all for underground glory or head back to your safehouse and begin another thrilling day. The roads, the risks, and the rides never end in this street racer where your crew rolls deep, your garage is full of hot cars, and the city's your nonstop playground.",72
Assassin's Creed III Remastered,2019-03-29,M,"Relive the American Revolution or experience it for the first time in Assassin's Creed III Remastered, with enhanced graphics and improved gameplay mechanics. Plus, Assassin's Creed Liberation Remastered and all solo DLC content are included.",72
Matterfall,2017-08-15,E10,"As a hero-for-hire, survive high-intensity side-scrolling war zones in vertical cities overrun by mysterious smart matter. Weaponize alien tech to destroy enemies infected by deadly Red Matter -- and control Blue Matter to manipulate the world and forge the path forward.",72
